season,celebrity_name,week,total_judge_score,num_judges,results,parsed_elim_week,last_active_week,true_elimination_week,is_eliminated,judge_percentage,score_rate,week_rank,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,ballroom_partner,placement,final_est_share,std_dev,ci_width_95,base_popularity,perf_share,vote_cv,vote_count_est
15,Apolo Anton Ohno,2,24.5,3,Eliminated Week 9,9,9,9,0,0.0887681159420289,0.8166666666666667,4.0,Athlete,30,Washington,United States,Karina Smirnoff,5,0.0812656452433164,0.0384720650952326,0.1458166702250072,0.0815787156110009,0.0887681159420289,0.47341118107219715,1137719
15,Melissa Rycroft,2,23.5,3,1st Place,999,10,999,0,0.0851449275362318,0.7833333333333333,5.0,TV Personality,29,Texas,United States,Tony Dovolani,1,0.2469428176829056,0.0597093415290703,0.2328118011802205,0.2894840141826841,0.0851449275362318,0.24179420195059848,3457199
15,Helio Castroneves,2,23.0,3,Eliminated Week 3,3,3,3,0,0.0833333333333333,0.7666666666666667,6.0,Racing Driver,37,,Brazil,Chelsie Hightower,10,0.0289278145119491,0.0227223186552684,0.0860872216637211,0.0126012103879562,0.0833333333333333,0.7854834192843216,404989
15,Drew Lachey,2,22.5,3,Eliminated Week 3,3,3,3,0,0.0815217391304347,0.75,7.0,Singer/Rapper,36,Ohio,United States,Anna Trebunskaya,11,0.0256202535882203,0.0205355524934006,0.0771779366653873,0.0063926932959951,0.0815217391304347,0.8015358795216005,358684
15,Emmitt Smith,2,22.5,3,Eliminated Week 9,9,9,9,0,0.0815217391304347,0.75,7.0,Athlete,43,Florida,United States,Cheryl Burke,4,0.0817861821283416,0.0372306380493634,0.145676804059784,0.0835638800738408,0.0815217391304347,0.45521917126465006,1145007
15,Joey Fatone,2,22.5,3,Eliminated Week 2,2,2,2,1,0.0815217391304347,0.75,7.0,Singer/Rapper,35,New York,United States,Kym Johnson,12,0.0048577577871164,0.00471589448321,0.0175844844481953,0.000903449731328,0.0815217391304347,0.9707965464472836,68009
15,Kelly Monaco,2,22.0,3,3rd Place,999,10,999,0,0.0797101449275362,0.7333333333333333,10.0,Actor/Actress,36,Pennsylvania,United States,Valentin Chmerkovskiy,3,0.1414699733085924,0.0492506180850869,0.1881615227288511,0.1587189424152213,0.0797101449275362,0.348134780358339,1980580
15,Kirstie Alley,2,21.0,3,Eliminated Week 8,8,8,8,0,0.0760869565217391,0.7,11.0,Actor/Actress,61,Kansas,United States,Maksim Chmerkoskiy,7,0.0612166352151117,0.032558613805584,0.1242459503295221,0.0574700953506669,0.0760869565217391,0.53185892512999,857033
15,Bristol Palin,2,18.0,3,Eliminated Week 4,4,4,4,0,0.0652173913043478,0.6,12.0,TV Personality,21,Alaska,United States,Mark Ballas,9,0.0467951386176502,0.0231718332755854,0.0877935017135022,0.0252278654101305,0.0652173913043478,0.4951760793982442,655132
15,Kelly Monaco,3,27.0,3,3rd Place,999,10,999,0,0.0971223021582733,0.9,1.0,Actor/Actress,36,Pennsylvania,United States,Valentin Chmerkovskiy,3,0.1468379931736228,0.0494226973641106,0.1927763359645943,0.1588624666680506,0.0971223021582733,0.33657976587621075,2055732
15,Melissa Rycroft,3,27.0,3,1st Place,999,10,999,0,0.0971223021582733,0.9,1.0,TV Personality,29,Texas,United States,Tony Dovolani,1,0.2500707408975282,0.0603802108232545,0.2348412567829181,0.2897457849342364,0.0971223021582733,0.2414525210208282,3500990
15,Shawn Johnson,3,26.5,3,2nd Place,999,10,999,0,0.0953237410071942,0.8833333333333333,3.0,Athlete,20,Iowa,United States,Derek Hough,2,0.1925443120989911,0.0551818310704787,0.2137126350058189,0.2172166891643643,0.0953237410071942,0.28659289110606684,2695620
15,Apolo Anton Ohno,3,25.5,3,Eliminated Week 9,9,9,9,0,0.0917266187050359,0.85,4.0,Athlete,30,Washington,United States,Karina Smirnoff,5,0.0838462931956707,0.038736915906734,0.1481774775769529,0.0816524845262083,0.0917266187050359,0.46199914665677944,1173848
15,Gilles Marini,3,25.5,3,Eliminated Week 8,8,8,8,0,0.0917266187050359,0.85,4.0,Actor/Actress,36,,France,Peta Murgatroyd,6,0.061584666125806,0.0325800155947821,0.1237064947530816,0.0532852006763169,0.0917266187050359,0.5290280461734939,862185
15,Helio Castroneves,3,25.5,3,Eliminated Week 3,3,3,3,1,0.0917266187050359,0.85,4.0,Racing Driver,37,,Brazil,Chelsie Hightower,10,0.0252712080559,0.0229614090951676,0.0849408353301455,0.0126126052427741,0.0917266187050359,0.9085995827495419,353797
15,Sabrina Bryan,3,25.5,3,Eliminated Week 6,6,6,6,0,0.0917266187050359,0.85,4.0,Actor/Actress,28,California,United States,Louis van Amstel,8,0.0328213593968356,0.0238055526856951,0.0898396848077787,0.0138141089131812,0.0917266187050359,0.7253067247418844,459499
15,Emmitt Smith,3,25.0,3,Eliminated Week 9,9,9,9,0,0.0899280575539568,0.8333333333333334,8.0,Athlete,43,Florida,United States,Cheryl Burke,4,0.084226489414949,0.038631524795807,0.1479985053747873,0.0836394441071478,0.0899280575539568,0.458662412076627,1179171
15,Drew Lachey,3,24.0,3,Eliminated Week 3,3,3,3,1,0.0863309352517985,0.8,9.0,Singer/Rapper,36,Ohio,United States,Anna Trebunskaya,11,0.0149694157481341,0.0167550127097746,0.0626930712232253,0.0063984739956073,0.0863309352517985,1.1192830095498598,209572
15,Kirstie Alley,3,24.0,3,Eliminated Week 8,8,8,8,0,0.0863309352517985,0.8,9.0,Actor/Actress,61,Kansas,United States,Maksim Chmerkoskiy,7,0.0635408105525023,0.0330625163572473,0.1248775912548042,0.0575220636436111,0.0863309352517985,0.5203351368948703,889571
15,Bristol Palin,3,22.5,3,Eliminated Week 4,4,4,4,0,0.0809352517985611,0.75,11.0,TV Personality,21,Alaska,United States,Mark Ballas,9,0.0442867113400601,0.0253611087419316,0.0962468165836287,0.0252506781285015,0.0809352517985611,0.5726573045172332,620014
15,Gilles Marini,4,39.5,4,Eliminated Week 8,8,8,8,0,0.1228615863141524,0.9875,1.0,Actor/Actress,36,,France,Peta Murgatroyd,6,0.0692912034500745,0.0360478773129946,0.1382104716021796,0.0543178414644555,0.1228615863141524,0.5202374257934157,970077
15,Shawn Johnson,4,39.5,4,2nd Place,999,10,999,0,0.1228615863141524,0.9875,1.0,Athlete,20,Iowa,United States,Derek Hough,2,0.2024763289684377,0.0568241846631651,0.2231131172205725,0.2214262409770356,0.1228615863141524,0.2806460634320515,2834669
15,Kelly Monaco,4,37.5,4,3rd Place,999,10,999,0,0.1166407465007776,0.9375,3.0,Actor/Actress,36,Pennsylvania,United States,Valentin Chmerkovskiy,3,0.1537489919866428,0.0501298468496312,0.1927798463502088,0.1619411425612363,0.1166407465007776,0.3260499220312697,2152486
15,Melissa Rycroft,4,37.0,4,1st Place,999,10,999,0,0.1150855365474339,0.925,4.0,TV Personality,29,Texas,United States,Tony Dovolani,1,0.2594508316383083,0.0608442393668109,0.2382563759636101,0.2953609146872771,0.1150855365474339,0.23451163745596243,3632312
15,Emmitt Smith,4,36.0,4,Eliminated Week 9,9,9,9,0,0.1119751166407465,0.9,5.0,Athlete,43,Florida,United States,Cheryl Burke,4,0.091250928863847,0.0401205159518882,0.1531360731964338,0.0852603350935013,0.1119751166407465,0.4396724115734857,1277513
15,Sabrina Bryan,4,35.5,4,Eliminated Week 6,6,6,6,0,0.1104199066874028,0.8875,6.0,Actor/Actress,28,California,United States,Louis van Amstel,8,0.0402475448632605,0.025354169173667,0.0976497382375218,0.0140818194995069,0.1104199066874028,0.6299556720740811,563466
15,Apolo Anton Ohno,4,34.5,4,Eliminated Week 9,9,9,9,0,0.1073094867807153,0.8625,7.0,Athlete,30,Washington,United States,Karina Smirnoff,5,0.0894821946887169,0.0391916016030456,0.1499432867216409,0.0832348692203528,0.1073094867807153,0.4379821230288554,1252751
15,Bristol Palin,4,32.0,4,Eliminated Week 4,4,4,4,1,0.0995334370139968,0.8,8.0,TV Personality,21,Alaska,United States,Mark Ballas,9,0.0209971775671511,0.0117414506630341,0.0441403512551424,0.0257400237597968,0.0995334370139968,0.5591918544996703,293960
15,Kirstie Alley,4,30.0,4,Eliminated Week 8,8,8,8,0,0.093312597200622,0.75,9.0,Actor/Actress,61,Kansas,United States,Maksim Chmerkoskiy,7,0.0730547979735597,0.0331214832338331,0.125936080234354,0.0586368127368373,0.093312597200622,0.45337861649854355,1022767
15,Sabrina Bryan,5,29.25,3,Eliminated Week 6,6,6,6,0,0.1316085489313835,0.975,1.0,Actor/Actress,28,California,United States,Louis van Amstel,8,,,,,,,
15,Apolo Anton Ohno,5,28.25,3,Eliminated Week 9,9,9,9,0,0.1271091113610798,0.9416666666666668,2.0,Athlete,30,Washington,United States,Karina Smirnoff,5,,,,,,,
15,Gilles Marini,5,28.25,3,Eliminated Week 8,8,8,8,0,0.1271091113610798,0.9416666666666668,2.0,Actor/Actress,36,,France,Peta Murgatroyd,6,,,,,,,
15,Melissa Rycroft,5,28.25,3,1st Place,999,10,999,0,0.1271091113610798,0.9416666666666668,2.0,TV Personality,29,Texas,United States,Tony Dovolani,1,,,,,,,
15,Shawn Johnson,5,28.25,3,2nd Place,999,10,999,0,0.1271091113610798,0.9416666666666668,2.0,Athlete,20,Iowa,United States,Derek Hough,2,,,,,,,
15,Emmitt Smith,5,28.0,3,Eliminated Week 9,9,9,9,0,0.1259842519685039,0.9333333333333332,6.0,Athlete,43,Florida,United States,Cheryl Burke,4,,,,,,,
15,Kirstie Alley,5,26.25,3,Eliminated Week 8,8,8,8,0,0.1181102362204724,0.875,7.0,Actor/Actress,61,Kansas,United States,Maksim Chmerkoskiy,7,,,,,,,
15,Kelly Monaco,5,25.75,3,3rd Place,999,10,999,0,0.1158605174353205,0.8583333333333333,8.0,Actor/Actress,36,Pennsylvania,United States,Valentin Chmerkovskiy,3,,,,,,,
15,Apolo Anton Ohno,6,30.0,3,Eliminated Week 9,9,9,9,0,0.1327433628318584,1.0,1.0,Athlete,30,Washington,United States,Karina Smirnoff,5,0.0957297327360347,0.0399442087691875,0.1528774249392865,0.0854339408887216,0.1327433628318584,0.4172602140165764,1340216
15,Sabrina Bryan,6,30.0,3,Eliminated Week 6,6,6,6,1,0.1327433628318584,1.0,1.0,Actor/Actress,28,California,United States,Louis van Amstel,8,0.0209123872695787,0.0122299040674012,0.0458653576294328,0.0144538622574341,0.1327433628318584,0.5848162579311101,292773
15,Melissa Rycroft,6,29.5,3,1st Place,999,10,999,0,0.1305309734513274,0.9833333333333332,3.0,TV Personality,29,Texas,United States,Tony Dovolani,1,0.266500084888566,0.0617424841302026,0.2398767082256817,0.3031643728474956,0.1305309734513274,0.23167904113809012,3731001
15,Shawn Johnson,6,28.0,3,2nd Place,999,10,999,0,0.1238938053097345,0.9333333333333332,4.0,Athlete,20,Iowa,United States,Derek Hough,2,0.2052458708294522,0.0554656275110451,0.2149906044288859,0.2272763393519957,0.1238938053097345,0.27023991901466277,2873442
15,Gilles Marini,6,27.5,3,Eliminated Week 8,8,8,8,0,0.1216814159292035,0.9166666666666666,5.0,Actor/Actress,36,,France,Peta Murgatroyd,6,0.0775118422870152,0.0331410053460008,0.1244809194623091,0.055752923027871,0.1216814159292035,0.4275605425979223,1085166
15,Kirstie Alley,6,27.5,3,Eliminated Week 8,8,8,8,0,0.1216814159292035,0.9166666666666666,5.0,Actor/Actress,61,Kansas,United States,Maksim Chmerkoskiy,7,0.0798002591427373,0.0344523486079814,0.1314240758235962,0.0601860018545814,0.1216814159292035,0.43173228982072726,1117204
15,Kelly Monaco,6,27.0,3,3rd Place,999,10,999,0,0.1194690265486725,0.9,7.0,Actor/Actress,36,Pennsylvania,United States,Valentin Chmerkovskiy,3,0.1564343524768045,0.0498384865979193,0.1907009492460579,0.1662196400453485,0.1194690265486725,0.31859042345132704,2190081
15,Emmitt Smith,6,26.5,3,Eliminated Week 9,9,9,9,0,0.1172566371681416,0.8833333333333333,8.0,Athlete,43,Florida,United States,Cheryl Burke,4,0.0978654703698111,0.038662609021669,0.1477391127761645,0.087512919726552,0.1172566371681416,0.39505873599311275,1370117
15,Melissa Rycroft,7,38.9999,3,1st Place,999,10,999,0,0.1611570777270843,1.2999966666666665,1.0,TV Personality,29,Texas,United States,Tony Dovolani,1,,,,,,,
15,Shawn Johnson,7,37.9998,3,2nd Place,999,10,999,0,0.1570244211450198,1.26666,2.0,Athlete,20,Iowa,United States,Derek Hough,2,,,,,,,
15,Kelly Monaco,7,36.0,3,3rd Place,999,10,999,0,0.1487607608782339,1.2,3.0,Actor/Actress,36,Pennsylvania,United States,Valentin Chmerkovskiy,3,,,,,,,
15,Emmitt Smith,7,34.4999,3,Eliminated Week 9,9,9,9,0,0.142561982617305,1.1499966666666666,4.0,Athlete,43,Florida,United States,Cheryl Burke,4,,,,,,,
15,Gilles Marini,7,33.4998,3,Eliminated Week 8,8,8,8,0,0.1384293260352406,1.11666,5.0,Actor/Actress,36,,France,Peta Murgatroyd,6,,,,,,,
15,Apolo Anton Ohno,7,33.0,3,Eliminated Week 9,9,9,9,0,0.1363640308050477,1.1,6.0,Athlete,30,Washington,United States,Karina Smirnoff,5,,,,,,,
15,Kirstie Alley,7,27.9999,3,Eliminated Week 8,8,8,8,0,0.1157024007920684,0.93333,7.0,Actor/Actress,61,Kansas,United States,Maksim Chmerkoskiy,7,,,,,,,
15,Melissa Rycroft,8,30.0,3,1st Place,999,10,999,0,0.1505439151654929,1.0,1.0,TV Personality,29,Texas,United States,Tony Dovolani,1,0.2775776136110268,0.0632573933563113,0.2460776427910852,0.3076105331221794,0.1505439151654929,0.22789083216543077,3886087
15,Apolo Anton Ohno,8,29.2777,3,Eliminated Week 9,9,9,9,0,0.1469193195013584,0.9759233333333334,2.0,Athlete,30,Washington,United States,Karina Smirnoff,5,0.1037520664147943,0.0396321954070773,0.1546794897211984,0.0866869014213901,0.1469193195013584,0.381989455984715,1452529
15,Gilles Marini,8,29.2777,3,Eliminated Week 8,8,8,8,1,0.1469193195013584,0.9759233333333334,2.0,Actor/Actress,36,,France,Peta Murgatroyd,6,0.0698855402674788,0.0362831641430733,0.1390155008240365,0.0565705864928611,0.1469193195013584,0.5191798475650857,978398
15,Emmitt Smith,8,29.0554,3,Eliminated Week 9,9,9,9,0,0.1458037890899821,0.9685133333333332,4.0,Athlete,43,Florida,United States,Cheryl Burke,4,0.1052528718392299,0.0398246453289165,0.1549443575639379,0.0887963702308285,0.1458037890899821,0.37837110411340846,1473540
15,Kelly Monaco,8,28.3333,3,3rd Place,999,10,999,0,0.1421801970519487,0.9444433333333334,5.0,Actor/Actress,36,Pennsylvania,United States,Valentin Chmerkovskiy,3,0.1644596643588637,0.050944098869868,0.196734331057704,0.1686573907397998,0.1421801970519487,0.30976652584371106,2302435
15,Shawn Johnson,8,27.8333,3,2nd Place,999,10,999,0,0.1396711317991904,0.9277766666666668,6.0,Athlete,20,Iowa,United States,Derek Hough,2,0.212791759850002,0.0571867400838979,0.2219596112770374,0.230609537847291,0.1396711317991904,0.26874508732955227,2979085
15,Kirstie Alley,8,25.5,3,Eliminated Week 8,8,8,8,1,0.127962327890669,0.85,7.0,Actor/Actress,61,Kansas,United States,Maksim Chmerkoskiy,7,0.0662804836586044,0.0336083923879991,0.1322536935831489,0.0610686801456499,0.127962327890669,0.507063173544542,927927
15,Shawn Johnson,9,29.5,3,2nd Place,999,10,999,0,0.2092203033056099,0.9833333333333332,1.0,Athlete,20,Iowa,United States,Derek Hough,2,0.2520653466354022,0.0602959912053343,0.2363072492150496,0.2613551681620605,0.2092203033056098,0.23920777691250408,3528915
15,Melissa Rycroft,9,28.7777,3,1st Place,999,10,999,0,0.2040975973707745,0.9592566666666666,2.0,TV Personality,29,Texas,United States,Tony Dovolani,1,0.3185176199817504,0.0652445046483995,0.2549421572849007,0.3486221921393644,0.2040975973707745,0.2048379761601186,4459247
15,Apolo Anton Ohno,9,28.611,3,Eliminated Week 9,9,9,9,1,0.202915325351756,0.9537,3.0,Athlete,30,Washington,United States,Karina Smirnoff,5,0.116300567052267,0.044841999752727,0.1732825447798895,0.0982442873348897,0.202915325351756,0.38556991499942056,1628208
15,Kelly Monaco,9,27.111,3,3rd Place,999,10,999,0,0.1922770048446911,0.9037,4.0,Actor/Actress,36,Pennsylvania,United States,Valentin Chmerkovskiy,3,0.1975528641313219,0.0520947895761791,0.1993883433062988,0.1911433548241359,0.1922770048446911,0.2637005026743092,2765740
15,Emmitt Smith,9,27.0,3,Eliminated Week 9,9,9,9,1,0.1914897691271683,0.9,5.0,Athlete,43,Florida,United States,Cheryl Burke,4,0.1155636021992598,0.0440586892678611,0.170910159462561,0.1006349975395494,0.1914897691271683,0.38125057050309996,1617890
15,Melissa Rycroft,10,29.3331,3,1st Place,999,10,999,0,0.3356639275509421,0.97777,1.0,TV Personality,29,Texas,United States,Tony Dovolani,1,0.4445811496071755,0.0527221769428108,0.2001855436804989,0.4351681158122647,0.3356639275509422,0.11858842190991506,6224136
15,Kelly Monaco,10,29.1109,3,3rd Place,999,10,999,0,0.3331212530739241,0.9703633333333334,2.0,Actor/Actress,36,Pennsylvania,United States,Valentin Chmerkovskiy,3,0.2288626875802462,0.0428705220597794,0.163773961593615,0.2385949473222368,0.3331212530739241,0.18731984017599065,3204078
15,Shawn Johnson,10,28.9443,3,2nd Place,999,10,999,0,0.3312148193751337,0.96481,3.0,Athlete,20,Iowa,United States,Derek Hough,2,0.3265561628125796,0.0395833743086126,0.1538827322830603,0.3262369368654985,0.3312148193751337,0.12121459894581958,4571786
16,Zendaya,1,24.0,3,2nd Place,999,10,999,0,0.1048034934497816,0.8,1.0,Actor/Actress,16,California,United States,Valentin Chmerkovskiy,2,,,,,,,
16,Alexandra Raisman,1,21.0,3,Eliminated Week 10,10,10,10,0,0.0917030567685589,0.7,2.0,Athlete,18,Massachusetts,United States,Mark Ballas,4,,,,,,,
16,Dorothy Hamill,1,21.0,3,Withdrew,-1,2,2,0,0.0917030567685589,0.7,2.0,Athlete,56,Illinois,United States,Tristan MacManus,12,,,,,,,
16,Kellie Pickler,1,21.0,3,1st Place,999,10,999,0,0.0917030567685589,0.7,2.0,Singer/Rapper,26,North Carolina,United States,Derek Hough,1,,,,,,,
16,Ingo Rademacher,1,20.0,3,Eliminated Week 9,9,9,9,0,0.0873362445414847,0.6666666666666666,5.0,Actor/Actress,41,,Germany,Kym Johnson,5,,,,,,,
16,Jacoby Jones,1,20.0,3,3rd Place,999,10,999,0,0.0873362445414847,0.6666666666666666,5.0,Athlete,28,Louisiana,United States,Karina Smirnoff,3,,,,,,,
16,Sean Lowe,1,19.0,3,Eliminated Week 8,8,8,8,0,0.0829694323144104,0.6333333333333333,7.0,TV Personality,29,Texas,United States,Peta Murgatroyd,6,,,,,,,
16,Lisa Vanderpump,1,18.0,3,Eliminated Week 4,4,4,4,0,0.0786026200873362,0.6,8.0,TV Personality,52,,England,Gleb Savchenko,10,,,,,,,
16,Victor Ortiz,1,18.0,3,Eliminated Week 6,6,6,6,0,0.0786026200873362,0.6,8.0,Athlete,26,Kansas,United States,Lindsay Arnold,8,,,,,,,
16,Wynonna Judd,1,18.0,3,Eliminated Week 3,3,3,3,0,0.0786026200873362,0.6,8.0,Singer/Rapper,48,Kentucky,United States,Tony Dovolani,11,,,,,,,
16,Andy Dick,1,17.0,3,Eliminated Week 7,7,7,7,0,0.074235807860262,0.5666666666666667,11.0,Comedian,47,South Carolina,United States,Sharna Burgess,7,,,,,,,
16,D. L. Hughley,1,12.0,3,Eliminated Week 5,5,5,5,0,0.0524017467248908,0.4,12.0,Comedian,50,Virginia,United States,Cheryl Burke,9,,,,,,,
16,Kellie Pickler,2,26.0,3,1st Place,999,10,999,0,0.1065573770491803,0.8666666666666667,1.0,Singer/Rapper,26,North Carolina,United States,Derek Hough,1,0.2297003388440607,0.0592673056326554,0.2322345666123184,0.2584272172493147,0.1065573770491803,0.2580201053725518,3215805
16,Zendaya,2,26.0,3,2nd Place,999,10,999,0,0.1065573770491803,0.8666666666666667,1.0,Actor/Actress,16,California,United States,Valentin Chmerkovskiy,2,0.1813293539719963,0.0541718933239299,0.2124604328536015,0.1998632113638117,0.1065573770491803,0.2987486148122271,2538611
16,Alexandra Raisman,2,24.0,3,Eliminated Week 10,10,10,10,0,0.0983606557377049,0.8,3.0,Athlete,18,Massachusetts,United States,Mark Ballas,4,0.1204413709526847,0.0458819982761567,0.1772124629819561,0.1252990894807737,0.0983606557377049,0.38094882110052875,1686179
16,Jacoby Jones,2,23.0,3,3rd Place,999,10,999,0,0.0942622950819672,0.7666666666666667,4.0,Athlete,28,Louisiana,United States,Karina Smirnoff,3,0.1561432858749932,0.051151866251862,0.1983615093277349,0.1710141647827835,0.0942622950819672,0.32759568216601825,2186006
16,Andy Dick,2,20.0,3,Eliminated Week 7,7,7,7,0,0.081967213114754,0.6666666666666666,5.0,Comedian,47,South Carolina,United States,Sharna Burgess,7,0.0603900019561742,0.033700098273566,0.1274108655376309,0.0537185781412147,0.081967213114754,0.558041019737383,845460
16,Ingo Rademacher,2,20.0,3,Eliminated Week 9,9,9,9,0,0.081967213114754,0.6666666666666666,5.0,Actor/Actress,41,,Germany,Kym Johnson,5,0.0881111540160909,0.0398343241321398,0.1553950825328886,0.0890464729303945,0.081967213114754,0.4520917309159887,1233556
16,Sean Lowe,2,20.0,3,Eliminated Week 8,8,8,8,0,0.081967213114754,0.6666666666666666,5.0,TV Personality,29,Texas,United States,Peta Murgatroyd,6,0.0639951017287377,0.0343052610712525,0.1319123872687658,0.0594972132543318,0.081967213114754,0.5360607319082884,895931
16,Lisa Vanderpump,2,18.0,3,Eliminated Week 4,4,4,4,0,0.0737704918032786,0.6,8.0,TV Personality,52,,England,Gleb Savchenko,10,0.0167995619144651,0.0183051452065999,0.0679673319373223,0.0021314070835899,0.0737704918032786,1.0896203900911507,235194
16,Victor Ortiz,2,18.0,3,Eliminated Week 6,6,6,6,0,0.0737704918032786,0.6,8.0,Athlete,26,Kansas,United States,Lindsay Arnold,8,0.0353966578482761,0.0257341280926632,0.0966343558593461,0.0258219485607003,0.0737704918032786,0.727021409845238,495553
16,Wynonna Judd,2,18.0,3,Eliminated Week 3,3,3,3,0,0.0737704918032786,0.6,8.0,Singer/Rapper,48,Kentucky,United States,Tony Dovolani,11,0.01616183534158,0.0175892698535767,0.0653133016873455,0.0008504242616009,0.0737704918032786,1.0883213126373277,226266
16,D. L. Hughley,2,16.0,3,Eliminated Week 5,5,5,5,0,0.0655737704918032,0.5333333333333333,11.0,Comedian,50,Virginia,United States,Cheryl Burke,9,0.0266225582730263,0.0219764954475448,0.0826940726696933,0.0142367758811491,0.0655737704918032,0.8254839832508191,372716
16,Dorothy Hamill,2,15.0,3,Withdrew,-1,2,2,1,0.0614754098360655,0.5,12.0,Athlete,56,Illinois,United States,Tristan MacManus,12,0.0049087792779169,0.0048619753527244,0.016863265150059,9.34970103346968e-05,0.0614754098360655,0.9904652618211912,68723
16,Jacoby Jones,3,25.9998,3,3rd Place,999,10,999,0,0.1106376351278895,0.86666,1.0,Athlete,28,Louisiana,United States,Karina Smirnoff,3,0.1597236146804853,0.0520240187484199,0.199506434287609,0.1710301555910083,0.1106376351278895,0.3257127560786169,2236131
16,Zendaya,3,25.9998,3,2nd Place,999,10,999,0,0.1106376351278895,0.86666,1.0,Actor/Actress,16,California,United States,Valentin Chmerkovskiy,2,0.1824349511616476,0.0542906218825503,0.2112086087127144,0.1998818997238559,0.1106376351278895,0.29758892984516855,2554089
16,Kellie Pickler,3,25.0,3,1st Place,999,10,999,0,0.106383159801123,0.8333333333333334,3.0,Singer/Rapper,26,North Carolina,United States,Derek Hough,1,0.2283024642927059,0.0587268639871393,0.230117505674147,0.2584513816808187,0.106383159801123,0.2572327205011934,3196235
16,Alexandra Raisman,3,23.0,3,Eliminated Week 10,10,10,10,0,0.0978725070170332,0.7666666666666667,4.0,Athlete,18,Massachusetts,United States,Mark Ballas,4,0.1200390391746433,0.0456755885679718,0.1762587338087085,0.1253108056664661,0.0978725070170332,0.3805061160271281,1680547
16,Victor Ortiz,3,23.0,3,Eliminated Week 6,6,6,6,0,0.0978725070170332,0.7666666666666667,4.0,Athlete,26,Kansas,United States,Lindsay Arnold,8,0.0399395846067398,0.0271283280696443,0.1017259910822601,0.0258243630614404,0.0978725070170332,0.6792341066328066,559154
16,Ingo Rademacher,3,21.0,3,Eliminated Week 9,9,9,9,0,0.0893618542329433,0.7,6.0,Actor/Actress,41,,Germany,Kym Johnson,5,0.0896588907894924,0.040530150548969,0.1575663824508712,0.0890547992878839,0.0893618542329433,0.45204831547747576,1255224
16,Lisa Vanderpump,3,21.0,3,Eliminated Week 4,4,4,4,0,0.0893618542329433,0.7,6.0,TV Personality,52,,England,Gleb Savchenko,10,0.0201120747283167,0.0198165498913535,0.0725247292403315,0.0021316063824139,0.0893618542329433,0.9853060989005219,281569
16,Sean Lowe,3,21.0,3,Eliminated Week 8,8,8,8,0,0.0893618542329433,0.7,6.0,TV Personality,29,Texas,United States,Peta Murgatroyd,6,0.0657838902387391,0.0344466507021663,0.1321246135691354,0.0595027765860493,0.0893618542329433,0.5236335305977573,920974
16,Andy Dick,3,18.0,3,Eliminated Week 7,7,7,7,0,0.0765958750568086,0.6,9.0,Comedian,47,South Carolina,United States,Sharna Burgess,7,0.0583371938101856,0.0329804960215112,0.1258394044177161,0.0537236011373055,0.0765958750568086,0.5653425176538548,816721
16,D. L. Hughley,3,16.0,3,Eliminated Week 5,5,5,5,0,0.0680852222727187,0.5333333333333333,10.0,Comedian,50,Virginia,United States,Cheryl Burke,9,0.0285315954400208,0.022318523953891,0.0844076170647732,0.0142381071015959,0.0680852222727187,0.782238904263488,399442
16,Wynonna Judd,3,15.0,3,Eliminated Week 3,3,3,3,1,0.0638298958806738,0.5,11.0,Singer/Rapper,48,Kentucky,United States,Tony Dovolani,11,0.0071367010770249,0.0074547786740942,0.0267197245270151,0.0008505037811617,0.0638298958806738,1.0445692755849456,99914
16,Alexandra Raisman,4,27.0,3,Eliminated Week 10,10,10,10,0,0.1205357142857142,0.9,1.0,Athlete,18,Massachusetts,United States,Mark Ballas,4,0.1249587159224879,0.0464211162382047,0.1815632897137711,0.1254174737020735,0.1205357142857142,0.3714916234174477,1749422
16,Kellie Pickler,4,26.0,3,1st Place,999,10,999,0,0.1160714285714285,0.8666666666666667,2.0,Singer/Rapper,26,North Carolina,United States,Derek Hough,1,0.2310961809025684,0.0587368273625513,0.2274234136542669,0.2586713826698578,0.1160714285714285,0.2541661533875158,3235347
16,Zendaya,4,26.0,3,2nd Place,999,10,999,0,0.1160714285714285,0.8666666666666667,2.0,Actor/Actress,16,California,United States,Valentin Chmerkovskiy,2,0.1831479374796711,0.0539674324870787,0.2090118700670098,0.2000520447443401,0.1160714285714285,0.29466579438312773,2564071
16,Jacoby Jones,4,24.0,3,3rd Place,999,10,999,0,0.1071428571428571,0.8,4.0,Athlete,28,Louisiana,United States,Karina Smirnoff,3,0.1581435403433652,0.0511824264066181,0.197171079682163,0.1711757412061473,0.1071428571428571,0.32364538124977815,2214010
16,Ingo Rademacher,4,23.0,3,Eliminated Week 9,9,9,9,0,0.1026785714285714,0.7666666666666667,5.0,Actor/Actress,41,,Germany,Kym Johnson,5,0.0921788918045054,0.0403366970023011,0.1564106644601285,0.0891306052046276,0.1026785714285714,0.4375914725450146,1290504
16,Andy Dick,4,21.0,3,Eliminated Week 7,7,7,7,0,0.09375,0.7,6.0,Comedian,47,South Carolina,United States,Sharna Burgess,7,0.0627398721763282,0.0340027951642428,0.1300050539845817,0.0537693321576161,0.09375,0.5419646866458245,878358
