season,celebrity_name,celebrity_industry,industry_group,age,age_bucket,celebrity_homecountry_region,celebrity_homestate,is_us,ballroom_partner,avg_score_rate,avg_voting_rate,base_popularity,placement,season_size,placement_encoded,pro_strength,age_young,age_mid,age_senior,indgrp_Athletic,indgrp_Performance,indgrp_Media,indgrp_Other
23,Amber Rose,Model,Performance,32,mid,United States,Pennsylvania,1,Maksim Chmerkoskiy,0.6875,0.02318000372367805,0.0096302122473361,9,13,0.3846153846153846,0.7335803208570171,0,1,0,0,1,0,0
23,Babyface,Singer/Rapper,Performance,57,senior,United States,Indiana,1,Allison Holker,0.65625,0.0196730931524853,0.0068676375088557,11,13,0.23076923076923073,0.6600841636224362,0,0,1,0,1,0,0
23,Calvin Johnson Jr.,Athlete,Athletic,30,mid,United States,Georgia,1,Lindsay Arnold,0.8530297727272728,0.1718237967376147,0.1647365635400688,3,13,0.8461538461538461,0.7257961963607469,0,1,0,1,0,0,0
23,Jake T. Austin,Actor/Actress,Performance,21,young,United States,New York,1,Jenna Johnson,0.575,0.0036784024358867,9.202846531208072e-05,13,13,0.07692307692307687,0.6478355681919293,1,0,0,0,1,0,0
23,James Hinchcliffe,Racing Driver,Athletic,29,young,Canada,,0,Sharna Burgess,0.9113625757575757,0.20298734870646026,0.1969022362280543,2,13,0.9230769230769231,0.6695487120850966,1,0,0,1,0,0,0
23,Jana Kramer,Singer/Rapper,Performance,32,mid,United States,Michigan,1,Gleb Savchenko,0.8545454545454546,0.14619644509989618,0.1368341870845116,4,13,0.7692307692307692,0.552924442363673,0,1,0,0,1,0,0
23,Laurie Hernandez,Athlete,Athletic,16,young,United States,New Jersey,1,Valentin Chmerkovskiy,0.9140148484848485,0.2537635216358544,0.2507291205440239,1,13,1.0,0.826236567961457,1,0,0,1,0,0,0
23,Marilu Henner,Actor/Actress,Performance,64,senior,United States,Illinois,1,Derek Hough,0.7740740740740741,0.07518751961898058,0.0644506887946177,6,13,0.6153846153846154,1.0,0,0,1,0,1,0,0
23,Maureen McCormick,Actor/Actress,Performance,60,senior,United States,California,1,Artem Chigvintsev,0.7285714285714285,0.029226476496790298,0.0145908688746369,8,13,0.46153846153846156,0.6206547665735898,0,0,1,0,1,0,0
23,Rick Perry,Politician,Other,66,senior,United States,Texas,1,Emma Slater,0.5416666666666666,0.01824614428642535,0.0096855747241163,12,13,0.15384615384615385,0.5208732950627016,0,0,1,0,0,0,1
23,Ryan Lochte,Athlete,Athletic,32,mid,United States,New York,1,Cheryl Burke,0.725,0.04675177769829223,0.0345253168789947,7,13,0.5384615384615384,0.7217516093455022,0,1,0,1,0,0,0
23,Terra Jole,TV Personality,Media,36,mid,United States,Texas,1,Sasha Farber,0.8245833333333333,0.09585857721145487,0.0839286254268999,5,13,0.6923076923076923,0.7664535496666708,0,1,0,0,0,1,0
23,Vanilla Ice,Singer/Rapper,Performance,48,mid,United States,Texas,1,Witney Carson,0.6541666666666667,0.038441900440818966,0.0270269396825714,10,13,0.3076923076923077,0.779750486949806,0,1,0,0,1,0,0
24,Bonner Bolton,Athlete,Athletic,29,young,United States,Texas,1,Sharna Burgess,0.7109375,0.08638574561791623,0.0764639431282417,5,12,0.6666666666666667,0.6695487120850966,1,0,0,1,0,0,0
24,Charo,Actor/Actress,Performance,66,senior,Spain,,0,Keo Motsepe,0.5833333333333334,0.012045672819123249,0.0016278914329365,11,12,0.16666666666666663,0.36152267554028206,0,0,1,0,1,0,0
24,Chris Kattan,Comedian,Performance,46,mid,United States,California,1,Witney Carson,0.48750000000000004,0.0050641920094341,9.177818802392274e-05,12,12,0.08333333333333337,0.779750486949806,0,1,0,0,1,0,0
24,David Ross,Athlete,Athletic,40,mid,United States,Georgia,1,Lindsay Arnold,0.78208325,0.24853435387681522,0.2480521315068797,2,12,0.9166666666666666,0.7257961963607469,0,1,0,1,0,0,0
24,Erika Jayne,Singer/Rapper,Performance,45,mid,United States,Georgia,1,Gleb Savchenko,0.7,0.024943974748683102,0.0102244722542372,9,12,0.33333333333333337,0.552924442363673,0,1,0,0,1,0,0
24,Heather Morris,Actor/Actress,Performance,30,mid,United States,California,1,Maksim Chmerkoskiy,0.8208333333333333,0.02833099431392458,0.0105642105242931,8,12,0.41666666666666663,0.7335803208570171,0,1,0,0,1,0,0
24,Mr. T,Actor/Actress,Performance,64,senior,United States,Illinois,1,Kym Herjavec,0.5875,0.022698505782164733,0.0104117026584772,10,12,0.25,0.2786315254162242,0,0,1,0,1,0,0
24,Nancy Kerrigan,Athlete,Athletic,47,mid,United States,Massachusetts,1,Artem Chigvintsev,0.8125,0.05933421484132876,0.0444294245851986,7,12,0.5,0.6206547665735898,0,1,0,1,0,0,0
24,Nick Viall,TV Personality,Media,36,mid,United States,Wisconsin,1,Peta Murgatroyd,0.7267857142857144,0.06522597342992238,0.0535475673531836,6,12,0.5833333333333333,0.5846705579339349,0,1,0,0,0,1,0
24,Normani,Singer/Rapper,Performance,20,young,United States,Georgia,1,Valentin Chmerkovskiy,0.897083,0.18141282557274316,0.1694523688898639,3,12,0.8333333333333334,0.826236567961457,1,0,0,0,1,0,0
24,Rashad Jennings,Athlete,Athletic,32,mid,United States,Virginia,1,Emma Slater,0.8791665,0.2930666508763519,0.2908310106937791,1,12,1.0,0.5208732950627016,0,1,0,1,0,0,0
24,Simone Biles,Athlete,Athletic,20,young,United States,Ohio,1,Sasha Farber,0.8791666666666667,0.10026653156941956,0.0843034987848851,4,12,0.75,0.7664535496666708,1,0,0,1,0,0,0
25,Barbara Corcoran,Entrepreneur,Other,68,senior,United States,New Jersey,1,Keo Motsepe,0.5166666666666666,0.0063576267632851,9.212008325166544e-05,13,13,0.07692307692307687,0.36152267554028206,0,0,1,0,0,0,1
25,Debbie Gibson,Singer/Rapper,Performance,47,mid,United States,New York,1,Alan Bersten,0.625,0.023190900995601,0.0107984407879979,12,13,0.15384615384615385,0.7364056525337117,0,1,0,0,1,0,0
25,Derek Fisher,Athlete,Athletic,43,mid,United States,Arkansas,1,Sharna Burgess,0.675,0.01253622893248115,0.0027900060266245,11,13,0.23076923076923073,0.6695487120850966,0,1,0,1,0,0,0
25,Drew Scott,TV Personality,Media,39,mid,Canada,,0,Emma Slater,0.7837500000000001,0.1497185246464339,0.1431541062030424,4,13,0.7692307692307692,0.5208732950627016,0,1,0,0,0,1,0
25,Frankie Muniz,Actor/Actress,Performance,31,mid,United States,New Jersey,1,Witney Carson,0.8380550833333335,0.1743323743881187,0.1678863357671482,3,13,0.8461538461538461,0.779750486949806,0,1,0,0,1,0,0
25,Jordan Fisher,Actor/Actress,Performance,23,young,United States,Alabama,1,Lindsay Arnold,0.9175000000000001,0.25900078519544245,0.2560561203641994,1,13,1.0,0.7257961963607469,1,0,0,0,1,0,0
25,Lindsey Stirling,Musician,Performance,31,mid,United States,California,1,Mark Ballas,0.8883333333333333,0.20391718962611194,0.1981653620862846,2,13,0.9230769230769231,0.8159248600498087,0,1,0,0,1,0,0
25,Nick Lachey,Singer/Rapper,Performance,43,mid,United States,Kentucky,1,Peta Murgatroyd,0.6749999999999999,0.03957624598179895,0.028707061817475,9,13,0.3846153846153846,0.5846705579339349,0,1,0,0,1,0,0
25,Nikki Bella,Athlete,Athletic,33,mid,United States,California,1,Artem Chigvintsev,0.7738095238095238,0.042452765835527276,0.0288546449323261,8,13,0.46153846153846156,0.6206547665735898,0,1,0,1,0,0,0
25,Sasha Pieterse,Actor/Actress,Performance,21,young,South Africa,,0,Gleb Savchenko,0.7166666666666667,0.018694114391203966,0.0046503360142533,10,13,0.3076923076923077,0.552924442363673,1,0,0,0,1,0,0
25,Terrell Owens,Athlete,Athletic,43,mid,United States,Alabama,1,Cheryl Burke,0.759375,0.056510911798139406,0.0428749942102179,6,13,0.6153846153846154,0.7217516093455022,0,1,0,1,0,0,0
25,Vanessa Lachey,TV Personality,Media,36,mid,Philippines,,0,Maksim Chmerkoskiy,0.8071428571428572,0.055079583714834145,0.0419991664847772,7,13,0.5384615384615384,0.7335803208570171,0,1,0,0,0,1,0
25,Victoria Arlen,Athlete,Athletic,22,young,United States,New Hamshire,1,Valentin Chmerkovskiy,0.8175925925925926,0.08693049684083536,0.0739713052224013,5,13,0.6923076923076923,0.826236567961457,1,0,0,1,0,0,0
26,Adam Rippon,Athlete,Athletic,28,young,United States,Pennsylvania,1,Jenna Johnson,0.9291666666666667,0.3615732811680572,0.3631172672609966,1,10,1.0,0.6478355681919293,1,0,0,1,0,0,0
26,Arike Ogunbowale,Athlete,Athletic,21,young,United States,Wisconsin,1,Gleb Savchenko,0.7708333333333333,0.0417263353911109,0.0251575771447027,7,10,0.4,0.552924442363673,1,0,0,1,0,0,0
26,Chris Mazdzer,Athlete,Athletic,29,young,United States,Massachusetts,1,Witney Carson,0.7833333333333332,0.07901828522300663,0.0650708695852606,5,10,0.6,0.779750486949806,1,0,0,1,0,0,0
26,Jamie Anderson,Athlete,Athletic,27,young,United States,California,1,Artem Chigvintsev,0.6333333333333333,0.0168551880501749,0.0007538384775975,10,10,0.09999999999999998,0.6206547665735898,1,0,0,1,0,0,0
26,Jennie Finch Daigle,Athlete,Athletic,37,mid,United States,California,1,Keo Motsepe,0.7374999999999999,0.080954758810737,0.0688809660035982,6,10,0.5,0.36152267554028206,0,1,0,1,0,0,0
26,Johnny Damon,Athlete,Athletic,44,mid,United States,Kansas,1,Emma Slater,0.6,0.0141849646778519,9.25275673798276e-05,9,10,0.19999999999999996,0.5208732950627016,0,1,0,1,0,0,0
26,Josh Norman,Athlete,Athletic,30,mid,United States,South Carolina,1,Sharna Burgess,0.871875,0.24940281924090119,0.242974189785467,2,10,0.9,0.6695487120850966,0,1,0,1,0,0,0
26,Kareem Abdul-Jabbar,Athlete,Athletic,71,senior,United States,New York,1,Lindsay Arnold,0.6520833333333333,0.03917510291820145,0.0246970848510939,8,10,0.30000000000000004,0.7257961963607469,0,0,1,1,0,0,0
26,Mirai Nagasu,Athlete,Athletic,25,young,United States,California,1,Alan Bersten,0.8555555555555556,0.07596031911068864,0.05888542231247299,4,10,0.7,0.7364056525337117,1,0,0,1,0,0,0
26,Tonya Harding,Athlete,Athletic,47,mid,United States,Oregon,1,Sasha Farber,0.85,0.1638631198960535,0.1503702570114302,3,10,0.8,0.7664535496666708,0,1,0,1,0,0,0
27,Alexis Ren,Social Media Personality,Media,21,young,United States,California,1,Alan Bersten,0.8833333333333333,0.11759934133122185,0.1084079531027138,4,13,0.7692307692307692,0.7364056525337117,1,0,0,0,0,1,0
27,Bobby Bones,Radio Personality,Media,38,mid,United States,Arkansas,1,Sharna Burgess,0.7462962962962963,0.2569999100279417,0.2655469697402866,1,13,1.0,0.6695487120850966,0,1,0,0,0,1,0
27,Danelle Umstead,Athlete,Athletic,46,mid,United States,New Mexico,1,Artem Chigvintsev,0.6083333333333334,0.01457594270052495,0.004465260509926,12,13,0.15384615384615385,0.6206547665735898,0,1,0,1,0,0,0
27,DeMarcus Ware,Athlete,Athletic,36,mid,United States,Alabama,1,Lindsay Arnold,0.8238095238095238,0.0554200497931319,0.04337902555111169,7,13,0.5384615384615384,0.7257961963607469,0,1,0,1,0,0,0
27,Evanna Lynch,Actor/Actress,Performance,27,young,Ireland,,0,Keo Motsepe,0.8685185185185185,0.14320438761836735,0.1355449617947498,3,13,0.8461538461538461,0.36152267554028206,1,0,0,0,1,0,0
27,Joe Amabile,TV Personality,Media,32,mid,United States,Illinois,1,Jenna Johnson,0.625,0.10159303724643025,0.0999016237804519,6,13,0.6153846153846154,0.6478355681919293,0,1,0,0,0,1,0
27,John Schneider,Actor/Actress,Performance,58,senior,United States,New York,1,Emma Slater,0.7214285714285714,0.0752055633238038,0.0687647256424331,8,13,0.46153846153846156,0.5208732950627016,0,0,1,0,1,0,0
27,Juan Pablo Di Pace,Actor/Actress,Performance,39,mid,Argentina,,0,Cheryl Burke,0.9125,0.08386826015455817,0.0721213220133069,5,13,0.6923076923076923,0.7217516093455022,0,1,0,0,1,0,0
27,Mary Lou Retton,Athlete,Athletic,50,mid,United States,West Virginia,1,Sasha Farber,0.7888888888888889,0.02965120015950668,0.014619656777310702,9,13,0.3846153846153846,0.7664535496666708,0,1,0,1,0,0,0
27,Milo Manheim,Actor/Actress,Performance,17,young,United States,California,1,Witney Carson,0.9092592592592593,0.18290395457759168,0.1781231336224292,2,13,0.9230769230769231,0.779750486949806,1,0,0,0,1,0,0
27,Nancy McKeon,Actor/Actress,Performance,52,mid,United States,New York,1,Valentin Chmerkovskiy,0.6888888888888888,0.017893617431206068,0.0052967727770581,11,13,0.23076923076923073,0.826236567961457,0,1,0,0,1,0,0
27,Nikki Glaser,Comedian,Performance,34,mid,United States,Ohio,1,Gleb Savchenko,0.5833333333333334,0.0045551444056816,9.31626828666602e-05,13,13,0.07692307692307687,0.552924442363673,0,1,0,0,1,0,0
27,Tinashe,Singer/Rapper,Performance,25,young,United States,Kentucky,1,Brandon Armstrong,0.8500000000000001,0.0191781520381498,0.0037354320053551,10,13,0.3076923076923077,0.5588951376706813,1,0,0,0,1,0,0
28,Ally Brooke,Singer/Rapper,Performance,26,young,United States,Texas,1,Sasha Farber,0.856060606060606,0.16462842987708476,0.1452322610006051,3,12,0.8333333333333334,0.7664535496666708,1,0,0,0,1,0,0
28,Hannah Brown,TV Personality,Media,24,young,United States,Alabama,1,Alan Bersten,0.8412872727272728,0.17253170691733308,0.1541852667231384,1,12,1.0,0.7364056525337117,1,0,0,0,0,1,0
28,James Van Der Beek,Actor/Actress,Performance,42,mid,United States,Connecticut,1,Emma Slater,0.831666,0.142338501790429,0.132853245388602,5,12,0.6666666666666667,0.5208732950627016,0,1,0,0,1,0,0
28,Karamo Brown,TV Personality,Media,38,mid,United States,Texas,1,Jenna Johnson,0.6833333333333333,0.029426233837892276,0.011828950916079,8,12,0.41666666666666663,0.6478355681919293,0,1,0,0,0,1,0
28,Kate Flannery,Actor/Actress,Performance,55,mid,United States,Pennsylvania,1,Pasha Pashkov,0.7520825,0.06363440828013137,0.0489271834376567,7,12,0.5,0.4171900108141824,0,1,0,0,1,0,0
28,Kel Mitchell,Actor/Actress,Performance,41,mid,United States,Illinois,1,Witney Carson,0.828029696969697,0.17640967366587224,0.1581602953060635,2,12,0.9166666666666666,0.779750486949806,0,1,0,0,1,0,0
28,Lamar Odom,Athlete,Athletic,39,mid,United States,New York,1,Peta Murgatroyd,0.41666666666666663,0.02215238648942645,0.0123448275321932,10,12,0.25,0.5846705579339349,0,1,0,1,0,0,0
28,Lauren Alaina,Singer/Rapper,Performance,24,young,United States,Georgia,1,Gleb Savchenko,0.7992424242424242,0.1973886236589647,0.1812440139439182,4,12,0.75,0.552924442363673,1,0,0,0,1,0,0
28,Mary Wilson,Singer/Rapper,Performance,75,senior,United States,Nevada,1,Brandon Armstrong,0.5333333333333333,0.0213389779309996,0.010128968751459,12,12,0.08333333333333337,0.5588951376706813,0,0,1,0,1,0,0
28,Ray Lewis,Athlete,Athletic,44,mid,United States,Florida,1,Cheryl Burke,0.5,0.0225791024346898,0.0116485200756083,11,12,0.16666666666666663,0.7217516093455022,0,1,0,1,0,0,0
28,Sailor Brinkley-Cook,Model,Performance,21,young,United States,New York,1,Valentin Chmerkovskiy,0.7402777777777777,0.04256161319246813,0.0267048173126663,9,12,0.33333333333333337,0.826236567961457,1,0,0,0,1,0,0
28,Sean Spicer,Politician,Other,48,mid,United States,New York,1,Lindsay Arnold,0.587037037037037,0.11069639080646436,0.1067416496120099,6,12,0.5833333333333333,0.7257961963607469,0,1,0,0,0,0,1
29,AJ McLean,Singer/Rapper,Performance,42,mid,United States,Florida,1,Cheryl Burke,0.7814807407407407,0.06368480455001113,0.0534046402915449,7,15,0.6,0.7217516093455022,0,1,0,0,1,0,0
29,Anne Heche,Actor/Actress,Performance,51,mid,United States,Ohio,1,Keo Motsepe,0.6,0.013111357463330366,0.002153327951266,13,15,0.19999999999999996,0.36152267554028206,0,1,0,0,1,0,0
29,Carole Baskin,TV Personality,Media,59,senior,United States,Texas,1,Pasha Pashkov,0.4333333333333333,0.01375329402379045,0.005199994547101,14,15,0.1333333333333333,0.4171900108141824,0,0,1,0,0,1,0
29,Charles Oakley,Athlete,Athletic,56,senior,United States,Ohio,1,Emma Slater,0.45,0.0078934360951103,9.227096035898547e-05,15,15,0.06666666666666665,0.5208732950627016,0,0,1,1,0,0,0
29,Chrishell Stause,Actor/Actress,Performance,39,mid,United States,Kentucky,1,Gleb Savchenko,0.7125,0.0361973922296504,0.0245837931076516,8,15,0.5333333333333333,0.552924442363673,0,1,0,0,1,0,0
29,Jeannie Mai,TV Personality,Media,41,mid,United States,California,1,Brandon Armstrong,0.7285714285714285,0.04388136105124418,0.0336204212474347,9,15,0.4666666666666667,0.5588951376706813,0,1,0,0,0,1,0
29,Jesse Metcalfe,Actor/Actress,Performance,41,mid,United States,California,1,Sharna Burgess,0.6533333333333333,0.018519603185967324,0.0070101660344976,12,15,0.2666666666666667,0.6695487120850966,0,1,0,0,1,0,0
29,Johnny Weir,Athlete,Athletic,36,mid,United States,Pennsylvania,1,Britt Stewart,0.835,0.08683748288379137,0.0771853975112068,6,15,0.6666666666666667,0.3824192284541147,0,1,0,1,0,0,0
29,Justina Machado,Actor/Actress,Performance,48,mid,United States,Illinois,1,Sasha Farber,0.8363624242424244,0.12594903551264122,0.1182726447315008,4,15,0.8,0.7664535496666708,0,1,0,0,1,0,0
29,Kaitlyn Bristowe,TV Personality,Media,35,mid,Canada,,0,Artem Chigvintsev,0.8666666666666667,0.19593489302370265,0.1930038067847101,1,15,1.0,0.6206547665735898,0,1,0,0,0,1,0
29,Monica Aldama,TV Personality,Media,48,mid,United States,Alabama,1,Valentin Chmerkovskiy,0.7380952380952381,0.038994320767765385,0.0278659063932967,10,15,0.4,0.826236567961457,0,1,0,0,0,1,0
29,Nelly,Singer/Rapper,Performance,45,mid,United States,Texas,1,Daniella Karagach,0.7651515151515151,0.22359818928110187,0.2256920634091662,3,15,0.8666666666666667,0.8410026797642882,0,1,0,0,1,0,0
29,Nev Schulman,Producer,Other,35,mid,United States,New York,1,Jenna Johnson,0.8787872727272728,0.13500654485558464,0.1265743758018493,2,15,0.9333333333333333,0.6478355681919293,0,1,0,0,0,0,1
29,Skai Jackson,Actor/Actress,Performance,18,young,United States,New York,1,Alan Bersten,0.7849986666666666,0.09719695726257166,0.090702639750655,5,15,0.7333333333333334,0.7364056525337117,1,0,0,0,1,0,0
29,Veron Davis,Athlete,Athletic,36,mid,United States,Washington D.C.,1,Peta Murgatroyd,0.6722222222222222,0.025975325950834384,0.014638551477759798,11,15,0.33333333333333337,0.5846705579339349,0,1,0,1,0,0,0
30,Amanda Kloots,TV Personality,Media,39,mid,United States,Ohio,1,Alan Bersten,0.89375,0.11980692156736485,0.1081157869302936,4,15,0.8,0.7364056525337117,0,1,0,0,0,1,0
30,Brian Austin Green,Actor/Actress,Performance,48,mid,United States,California,1,Sharna Burgess,0.6145833333333333,0.0339200452244176,0.0253023484289838,13,15,0.19999999999999996,0.6695487120850966,0,1,0,0,1,0,0
30,Christine Chiu,TV Personality,Media,38,mid,Taiwan China,,0,Pasha Pashkov,0.6416666666666666,0.00978281372391745,0.0005156400407144,14,15,0.1333333333333333,0.4171900108141824,0,1,0,0,0,1,0
30,Cody Rigsby,Fitness Instructor,Athletic,34,mid,United States,California,1,Cheryl Burke,0.79125,0.227744433511005,0.2261466421444986,3,15,0.8666666666666667,0.7217516093455022,0,1,0,1,0,0,0
30,Iman Shumpert,Athlete,Athletic,31,mid,United States,Illinois,1,Daniella Karagach,0.7933333333333333,0.20651221921357113,0.2038818150849761,1,15,1.0,0.8410026797642882,0,1,0,1,0,0,0
30,Jimmie Allen,Singer/Rapper,Performance,36,mid,United States,Delaware,1,Emma Slater,0.7817708333333333,0.06664454449394633,0.0564660950304963,7,15,0.6,0.5208732950627016,0,1,0,0,1,0,0
30,JoJo Siwa,Social Media Personality,Media,18,young,United States,Nebraska,1,Jenna Johnson,0.9175000000000001,0.1339417579261618,0.1221736136394227,2,15,0.9333333333333333,0.6478355681919293,1,0,0,0,0,1,0
30,Kenya Moore,TV Personality,Media,50,mid,United States,Michigan,1,Brandon Armstrong,0.7312500000000001,0.03322300018299898,0.0218556878267283,10,15,0.4,0.5588951376706813,0,1,0,0,0,1,0
30,Martin Kove,Actor/Actress,Performance,75,senior,United States,New York,1,Britt Stewart,0.35,0.0055798490919718,9.046395003052788e-05,15,15,0.06666666666666665,0.3824192284541147,0,0,1,0,1,0,0
30,Matt James,Athlete,Athletic,29,young,United States,North Carolina,1,Lindsay Arnold,0.6322916666666667,0.035748898647275235,0.0264982157149296,12,15,0.2666666666666667,0.7257961963607469,1,0,0,1,0,0,0
30,Melanie C,Singer/Rapper,Performance,47,mid,England,,0,Gleb Savchenko,0.7766666666666666,0.014806258907313526,0.0012071323489814,11,15,0.33333333333333337,0.552924442363673,0,1,0,0,1,0,0
30,Melora Hardin,Actor/Actress,Performance,54,mid,United States,Texas,1,Artem Chigvintsev,0.850462962962963,0.07802140525990506,0.0667924761189543,6,15,0.6666666666666667,0.6206547665735898,0,1,0,0,1,0,0
30,"Mike ""The Miz"" Mizanin",Athlete,Athletic,40,mid,United States,Ohio,1,Witney Carson,0.7494047619047619,0.045506177863892446,0.0347074379174287,9,15,0.4666666666666667,0.779750486949806,0,1,0,1,0,0,0
30,Olivia Jade,Social Media Personality,Media,21,young,United States,California,1,Valentin Chmerkovskiy,0.8406250000000001,0.052380480577976105,0.0399190446575033,8,15,0.5333333333333333,0.826236567961457,1,0,0,0,0,1,0
30,Suni Lee,Athlete,Athletic,18,young,United States,Minnesota,1,Sasha Farber,0.8430555555555556,0.07725952257148573,0.0663276001660577,5,15,0.7333333333333334,0.7664535496666708,1,0,0,1,0,0,0
31,Charli D'Amelio,Social Media Personality,Media,18,young,United States,Connecticut,1,Mark Ballas,0.9475,0.21758097812335025,0.21489846649362948,1,16,1.0,0.8159248600498087,1,0,0,0,0,1,0
31,Cheryl Ladd,Actor/Actress,Performance,71,senior,United States,South Dakota,1,Louis van Amstel,0.5499999999999999,0.011810407875702965,0.0024375368162179,14,16,0.1875,0.5684428409210787,0,0,1,0,1,0,0
31,Daniel Durant,Actor/Actress,Performance,32,mid,United States,Michigan,1,Britt Stewart,0.8152777777777778,0.08750612750754784,0.0804231154184025,5,16,0.75,0.3824192284541147,0,1,0,0,1,0,0
31,Gabby Windey,TV Personality,Media,31,mid,United States,Illinois,1,Valentin Chmerkovskiy,0.90625,0.14659520442361096,0.1397679830069725,2,16,0.9375,0.826236567961457,0,1,0,0,0,1,0
31,Heidi D'Amelio,Social Media Personality,Media,50,mid,United States,Louisiana,1,Artem Chigvintsev,0.821875,0.05947780827507436,0.0500703864845009,8,16,0.5625,0.6206547665735898,0,1,0,0,0,1,0
31,Jason Lewis,Actor/Actress,Performance,51,mid,United States,California,1,Peta Murgatroyd,0.45,0.0052059190522627,9.207448102095037e-05,16,16,0.0625,0.5846705579339349,0,1,0,0,1,0,0
31,Jessie James Decker,Singer/Rapper,Performance,34,mid,Italy,,0,Alan Bersten,0.7083333333333334,0.02975556445340675,0.0197953668083131,10,16,0.4375,0.7364056525337117,0,1,0,0,1,0,0
31,Jordin Sparks,Singer/Rapper,Performance,32,mid,United States,Arizona,1,Brandon Armstrong,0.7857142857142857,0.03781048797462917,0.0269838882672374,9,16,0.5,0.5588951376706813,0,1,0,0,1,0,0
31,Joseph Baena,Actor/Actress,Performance,24,young,United States,California,1,Daniella Karagach,0.695,0.01904774844864502,0.0083353819652048,11,16,0.375,0.8410026797642882,1,0,0,0,1,0,0
31,Sam Champion,News Anchor,Media,61,senior,United States,Kentucky,1,Cheryl Burke,0.6,0.021087657065332874,0.0118113560851929,13,16,0.25,0.7217516093455022,0,0,1,0,0,1,0
31,Selma Blair,Actor/Actress,Performance,50,mid,United States,Michigan,1,Sasha Farber,0.78,0.03331758621635978,0.0224175224950508,12,16,0.3125,0.7664535496666708,0,1,0,0,1,0,0
31,Shangela,TV Personality,Media,40,mid,United States,Texas,1,Gleb Savchenko,0.8637499999999999,0.11756339493168437,0.1096841482837061,4,16,0.8125,0.552924442363673,0,1,0,0,0,1,0
31,Teresa Giudice,TV Personality,Media,50,mid,United States,New Jersey,1,Pasha Pashkov,0.5375,0.0083832364330349,0.000438718190058,15,16,0.125,0.4171900108141824,0,1,0,0,0,1,0
31,Trevor Donovan,Actor/Actress,Performance,39,mid,United States,California,1,Emma Slater,0.7958333333333333,0.08241573630286392,0.0755201122779789,6,16,0.6875,0.5208732950627016,0,1,0,0,1,0,0
31,Vinny Guadagnino,TV Personality,Media,34,mid,United States,New York,1,Koko Iwasaki,0.6734375,0.06361032173423181,0.0585151698288414,7,16,0.625,0.28712555726163147,0,1,0,0,0,1,0
31,Wayne Brady,Comedian,Performance,50,mid,United States,Georgia,1,Witney Carson,0.90625,0.18218146911707483,0.1788087730976718,3,16,0.875,0.779750486949806,0,1,0,0,1,0,0
32,Adrian Peterson,Athlete,Athletic,38,mid,United States,Texas,1,Britt Stewart,0.5875,0.026277816196825177,0.0148218004112771,11,14,0.2857142857142857,0.3824192284541147,0,1,0,1,0,0,0
32,Alyson Hannigan,Actor/Actress,Performance,49,mid,United States,Washington D.C.,1,Sasha Farber,0.7318181818181819,0.14509202429978468,0.142918033799855,5,14,0.7142857142857143,0.7664535496666708,0,1,0,0,1,0,0
32,Ariana Madix,TV Personality,Media,38,mid,United States,Florida,1,Pasha Pashkov,0.884090909090909,0.14240012327025975,0.1352545471558433,3,14,0.8571428571428572,0.4171900108141824,0,1,0,0,0,1,0
32,Barry Williams,Actor/Actress,Performance,68,senior,United States,California,1,Peta Murgatroyd,0.6932291666666667,0.0837700386779253,0.0775077470887967,7,14,0.5714285714285714,0.5846705579339349,0,0,1,0,1,0,0
32,Charity Lawson,TV Personality,Media,27,young,United States,Georgia,1,Artem Chigvintsev,0.8825757575757575,0.11678265829791172,0.10695048436189042,4,14,0.7857142857142857,0.6206547665735898,1,0,0,0,0,1,0
32,Harry Jowsey,TV Personality,Media,26,young,Australia,,0,Rylee Arnold,0.6416666666666667,0.13165579471084532,0.1298672704335693,6,14,0.6428571428571428,0.6404123395292711,1,0,0,0,0,1,0
32,Jamie Lynn Spears,Actor/Actress,Performance,32,mid,United States,Mississippi,1,Alan Bersten,0.5166666666666666,0.00977965685223345,0.0006872434894816,13,14,0.1428571428571429,0.7364056525337117,0,1,0,0,1,0,0
32,Jason Mraz,Singer/Rapper,Performance,46,mid,United States,Virginia,1,Daniella Karagach,0.8886363636363637,0.14265485735389083,0.1353293917962484,2,14,0.9285714285714286,0.8410026797642882,0,1,0,0,1,0,0
32,Lele Pons,Social Media Personality,Media,27,young,Venezuela,,0,Brandon Armstrong,0.7684523809523809,0.03392910721916199,0.018869397588312,8,14,0.5,0.5588951376706813,1,0,0,0,0,1,0
32,Matt Walsh,Comedian,Performance,58,senior,United States,Illinois,1,Koko Iwasaki,0.4,0.0075657257193877,9.278132160698213e-05,14,14,0.0714285714285714,0.28712555726163147,0,0,1,0,1,0,0
32,Mauricio Umansky,TV Personality,Media,53,mid,Mexico,,0,Emma Slater,0.6222222222222222,0.045645272846535336,0.0363743774186947,9,14,0.4285714285714286,0.5208732950627016,0,1,0,0,0,1,0
32,Mira Sorvino,Actor/Actress,Performance,55,mid,United States,New York,1,Gleb Savchenko,0.65,0.02875299715289738,0.0160378606395124,10,14,0.3571428571428571,0.552924442363673,0,1,0,0,1,0,0
32,Tyson Beckford,Model,Performance,52,mid,United States,New York,1,Jenna Johnson,0.5,0.0171195274100153,0.0067104204353218,12,14,0.2142857142857143,0.6478355681919293,0,1,0,0,1,0,0
